,id,title,type_id,type_title,date,coords,geo_type,latitude,longitude,geometries,geometry
129,EONET_3491,"Ibu Volcano, Indonesia",12,Volcanoes,2018-03-07T00:00:00Z,"[127.63, 1.488]",Point,1.488,127.63,POINT (127.63 1.488),POINT (127.63 1.488)
130,EONET_2934,Iceberg A68A,15,Sea and Lake Ice,2017-07-12T00:00:00Z,"[-61.0411, -67.9887]",Point,-67.9887,-61.0411,POINT (-61.0411 -67.98869999999999),POINT (-61.0411 -67.98869999999999)
131,EONET_2881,Iceberg B42,15,Sea and Lake Ice,2017-04-21T00:00:00Z,"[-107.19, -74.63]",Point,-74.63,-107.19,POINT (-107.19 -74.63),POINT (-107.19 -74.63)
132,EONET_2761,"Aira Volcano, Japan",12,Volcanoes,2017-03-25T00:00:00Z,"[130.657, 31.593]",Point,31.593,130.657,POINT (130.657 31.593),POINT (130.657 31.593)
133,EONET_2693,"Ebeko Volcano, Russia",12,Volcanoes,2016-12-08T00:00:00Z,"[156.014, 50.686]",Point,50.686,156.014,POINT (156.014 50.686),POINT (156.014 50.686)
134,EONET_2654,"Sabancaya Volcano, Peru",12,Volcanoes,2016-11-07T00:00:00Z,"[-71.85, -15.78]",Point,-15.78,-71.85,POINT (-71.84999999999999 -15.78),POINT (-71.84999999999999 -15.78)
135,EONET_2871,Iceberg D15B,15,Sea and Lake Ice,2016-02-01T00:00:00Z,"[81.633, -67.0]",Point,-67.0,81.633,POINT (81.633 -67),POINT (81.633 -67)
136,EONET_2870,Iceberg D15A,15,Sea and Lake Ice,2016-01-31T00:00:00Z,"[81.9167, -66.7]",Point,-66.7,81.9167,POINT (81.91670000000001 -66.7),POINT (81.91670000000001 -66.7)
137,EONET_2880,Iceberg A64,15,Sea and Lake Ice,2014-07-23T00:00:00Z,"[-61.0599, -69.3447]",Point,-69.3447,-61.0599,POINT (-61.0599 -69.3447),POINT (-61.0599 -69.3447)
138,EONET_2734,Iceberg A23A,15,Sea and Lake Ice,2011-08-30T00:00:00Z,"[-41.4727, -75.8853]",Point,-75.8853,-41.4727,POINT (-41.4727 -75.8853),POINT (-41.4727 -75.8853)
139,EONET_2736,Iceberg B22A,15,Sea and Lake Ice,2011-08-30T00:00:00Z,"[-108.5265, -74.2006]",Point,-74.2006,-108.5265,POINT (-108.5265 -74.20059999999999),POINT (-108.5265 -74.20059999999999)
140,EONET_2876,Iceberg C15,15,Sea and Lake Ice,2011-08-30T00:00:00Z,"[146.7084, -67.6323]",Point,-67.6323,146.7084,POINT (146.7084 -67.6323),POINT (146.7084 -67.6323)
141,EONET_2878,Iceberg B09B,15,Sea and Lake Ice,2011-08-30T00:00:00Z,"[143.3638, -66.366]",Point,-66.366,143.3638,POINT (143.3638 -66.366),POINT (143.3638 -66.366)
142,EONET_2879,Iceberg D20A,15,Sea and Lake Ice,2011-08-30T00:00:00Z,"[36.9008, -69.2625]",Point,-69.2625,36.9008,POINT (36.9008 -69.2625),POINT (36.9008 -69.2625)
143,EONET_2997,Iceberg C21B,15,Sea and Lake Ice,2011-08-30T00:00:00Z,"[96.18, -64.9955]",Point,-64.9955,96.18,POINT (96.18000000000001 -64.99550000000001),POINT (96.18000000000001 -64.99550000000001)
144,EONET_980,"Fuego Volcano, Guatemala",12,Volcanoes,2002-01-04T00:00:00Z,"[-90.88, 14.473]",Point,14.473,-90.88,POINT (-90.88 14.473),POINT (-90.88 14.473)
